Manufacturer,Model,Device Codename,Chipset Processor,DPI,Pixel
 LGE/lge, LM-K510, mdh35lm, mdh35lm, 280dpi, 720x1445
 LGE/lge, LM-K410, mdh15lm, mdh15lm, 280dpi, 720x1449
 LGE/lge, LM-K420, meh15lm, meh15lm, 280dpi, 720x1449
 LGE/lge, LM-K525, meh35lm, meh35lm, 280dpi, 720x1507
 Meizu, M5 Note, M5Note, mt6755, 540dpi, 1080x1778
 Meizu, 15 Lite, 15Lite, qcom, 480dpi, 1080x1794
 Meizu, M6 Note, M6Note, qcom, 480dpi, 1080x1794
 Meizu, PRO 7, PRO7S, mt6757, 480dpi, 1080x1794
 Meizu, m1 note, m1note, mt6752, 480dpi, 1080x1920
 Meizu, m2 note, m2note, mt6735, 480dpi, 1080x1920
 Meizu, M3E, M1E, mt6755, 480dpi, 1080x1920
 Meizu, M5 Note, m1621, mt6755, 480dpi, 1080x1920
 Meizu, MX5, mx5, mt6795, 480dpi, 1080x1920
 Meizu, MX6, MX6, mt6797, 480dpi, 1080x1920
 Meizu, PRO 5, PRO5, m86, 480dpi, 1080x1920
 Meizu, PRO 6, PRO6, mt6797, 480dpi, 1080x1920
 Meizu, PRO 6s, PRO6, mt6797, 480dpi, 1080x1920
 Meizu, PRO 7-S, PRO7S, mt6757, 480dpi, 1080x1920
 Meizu, U20, U20, mt6755, 480dpi, 1080x1920
 Meizu, meizu note8, meizunote8, qcom, 540dpi, 1080x1998
 Meizu, 16th, 16th, qcom, 480dpi, 1080x2016
 Meizu, meizu note9, meizunote9, qcom, 540dpi, 1080x2032
 Meizu, meizu X8, X8, qcom, 480dpi, 1080x2076
 Meizu, meizu 16Xs, meizu16Xs, qcom, 480dpi, 1080x2088
 meizu, 16s, 16s, qcom, 480dpi, 1080x2232
 Meizu, MX4, mx4, mt6595, 480dpi, 1152x1920
 Meizu, M3s, M3s, mt6755, 320dpi, 1280x720
 Meizu, M5s, M5s, mt6735, 320dpi, 1280x720
 Meizu, PRO 7 Plus, PRO7Plus, mt6799, 640dpi, 1440x2392
 Meizu, PRO 6 Plus, PRO6Plus, m96, 640dpi, 1440x2560
 Meizu, m3 note, m3note, en_US), 356dpi, 1920x1080
 Meizu, MEIZU M6, meizu_M6, mt6755, 320dpi, 720x1196
 Meizu, m2, m2, mt6735, 320dpi, 720x1280
 Meizu, m3, m3, mt6755, 320dpi, 720x1280
 Meizu, m3 note, m3note, mt6755, 320dpi, 720x1280
 Meizu, M3_s, M3_s, mt6755, 320dpi, 720x1280
 meizu, M5c, M5c, mt6735, 320dpi, 720x1280
 Meizu, M6, meizu_M6, mt6755, 320dpi, 720x1280
 Meizu, MEIZU_M5, MEIZU_M5, mt6755, 320dpi, 720x1280
 Meizu, U10, U10, mt6755, 320dpi, 720x1280
 Meizu, meizu C9, meizuC9, SM1801, 360dpi, 720x1332
 Meizu, meizu C9 pro, meizuC9pro, SM1802, 360dpi, 720x1332
 Meizu, meizu M8, meizuM8, mt6765, 360dpi, 720x1332
 Meizu, Meizu M6s, MeizuM6s, samsungexynos7872, 320dpi, 720x1344
 Meizu, M6T, MeizuM6T, mt6755, 320dpi, 720x1356
 Meizu, Meizu M8c, MeizuM8c, qcom, 320dpi, 720x1356
 Meizu, Meizu S6, MeizuS6, samsungexynos7872, 272dpi, 720x1369
 Meizu, meizu M10, meizuM10, mt6757, 360dpi, 720x1451
 Meizu, M040, mx2, mx2, 320dpi, 800x1280
 Micromax, IN1, E6746, mt6768, 480dpi, 1080x2256
 Micromax, Micromax Q4251, Q4251, qcom, 320dpi, 720x1184
 Micromax, Micromax Q454, Q454, mt6735, 320dpi, 720x1184
 Micromax, Micromax Q465, Q465, sc9832, 320dpi, 720x1184
 Micromax, Micromax Bharat 5, Bharat_5, mt6735, 320dpi, 720x1280
 Micromax, Micromax E7533, E7533, mt6765, 280dpi, 720x1526
 MOBIWIRE/ALTICE, S60, S60, mt6755, 320dpi, 720x1196
 MOBIWIRE/ALTICE, STARXTREM5, STARXTREM5, mt6735, 320dpi, 720x1280
 Motorola, motorola edge, racer, qcom, 440dpi, 1020x2113
 Motorola, Moto X Play, lux_uds, qcom, 540dpi, 1080x1758
 Motorola, Moto Z2 Play, albus, qcom, 540dpi, 1080x1758
 Motorola, XT1635-01, addison, qcom, 540dpi, 1080x1758
 Motorola, XT1635-02, addison, qcom, 540dpi, 1080x1758
 Motorola, Moto X Play, lux, qcom, 480dpi, 1080x1776
 Motorola, moto x4, payton, qcom, 480dpi, 1080x1776
 Motorola, moto x4, payton_sprout, qcom, 480dpi, 1080x1776
 Motorola, XT1097, victara, qcom, 480dpi, 1080x1776
 Motorola, XT1562, lux_uds, qcom, 480dpi, 1080x1776
 Motorola, XT1565, lux, qcom, 480dpi, 1080x1776
 Motorola, XT1710-02, albus, qcom, 480dpi, 1080x1776
 Motorola, Moto G5 Plus, potter, qcom, 420dpi, 1080x1794
 Motorola, XT1663, XT1663, mt6755, 408dpi, 1080x1798
 Motorola, moto z3, messi, qcom, 540dpi, 1080x1998
 Motorola, Moto Z3 Play, beckham, qcom, 540dpi, 1080x1998
 Motorola, REVVLRY+, lake_n, qcom, 408dpi, 1080x2038
 Motorola, moto g stylus, sofiap, qcom, 420dpi, 1080x2058
 Motorola, moto g pro, sofiap_sprout, qcom, 460dpi, 1080x2058
 Motorola, motorola one power, chef_sprout, qcom, 480dpi, 1080x2088
 Motorola, moto z4, foles, qcom, 540dpi, 1080x2102
 Motorola, moto g power, sofia, qcom, 540dpi, 1080x2103
 Motorola, motorola one zoom, parker, qcom, 500dpi, 1080x2113
 Motorola, moto g62 5G, rhodec, qcom, 446dpi, 1080x2151
 Motorola, moto g52, rhode, qcom, 446dpi, 1080x2161
 Motorola, motorola edge 30, dubai, qcom, 446dpi, 1080x2161
 Motorola, moto g31, coful, mt6768, 460dpi, 1080x2162
 Motorola, moto g stylus 5G, denver, qcom, 446dpi, 1080x2163
 Motorola, motorola edge 30 fusion, tundra, qcom, 400dpi, 1080x2165
 Motorola, moto g41, corfu, mt6768, 420dpi, 1080x2174
 Motorola, motorola edge 30 neo, miami, qcom, 420dpi, 1080x2174
 Motorola, moto g32, devon, qcom, 400dpi, 1080x2175
 Motorola, moto g72, vicky, mt6789, 400dpi, 1080x2175
 Motorola, moto g82 5G, rhodep, qcom, 400dpi, 1080x2180
 Motorola, motorola edge 20, berlin, qcom, 400dpi, 1080x2190
 Motorola, motorola edge 20 pro, pstar, qcom, 400dpi, 1080x2190
 Motorola, motorola one action, troika_sprout, exynos9610, 540dpi, 1080x2191
 Motorola, motorola one vision, kane_sprout, exynos9610, 540dpi, 1080x2200
 Motorola, motorola one fusion+, liber, qcom, 460dpi, 1080x2202
 Motorola, motorola one hyper, def, qcom, 460dpi, 1080x2202
 Motorola, motorola one 5G ace, kiev, qcom, 540dpi, 1080x2213
 Motorola, motorola edge 20 lite, kyoto, mt6853, 400dpi, 1080x2215
 Motorola, motorola one action, troika, exynos9610, 480dpi, 1080x2218
 Motorola, moto g71 5G, corfur, qcom, 460dpi, 1080x2231
 Motorola, moto g 5G, kiev, qcom, 400dpi, 1080x2234
 Motorola, motorola one 5G UW ace, kievv, qcom, 400dpi, 1080x2234
 Motorola, motorola edge 30 pro, hiphi, qcom, 400dpi, 1080x2250
 Motorola, moto g 5G plus, nairo, qcom, 420dpi, 1080x2279
 Motorola, moto g200 5G, xpeng, qcom, 400dpi, 1080x2285
 Motorola, XT2125-4, nio, qcom, 480dpi, 1080x2333
 Motorola, moto e5 supra, hannah, qcom, 320dpi, 1344x720
 Motorola, XT1650, griffin, qco, 640dpi, 1440x2368
 Motorola, XT1650, griffin, qcom, 640dpi, 1440x2368
 Motorola, XT1572, clark, qcom, 560dpi, 1440x2392
 Motorola, XT1575, clark, qcom, 560dpi, 1440x2392
 Motorola, XT1225, quark_umts, qcom, 640dpi, 1440x2560
 Motorola, XT1254, quark, qcom, 640dpi, 1440x2560
 Motorola, XT1585, kinzie, qcom, 640dpi, 2368x1440
 Motorola, Moto G Play, harpia, qcom, 360dpi, 720x1172
 Motorola, Moto G Play, harpia_t, qcom, 360dpi, 720x1172
 Motorola, moto e5 cruise, james, qcom, 320dpi, 720x1184
 Motorola, moto e5 go, rjames_go, qcom, 320dpi, 720x1184
 Motorola, moto e5 play, james, qcom, 320dpi, 720x1184
 Motorola, Moto G 2014, titan_umtsds, qcom, 320dpi, 720x1184
 Motorola, MotoG3, osprey_uds, qcom, 320dpi, 720x1184
 Motorola, MotoG3, osprey_udstv, qcom, 320dpi, 720x1184
 Motorola, MotoG3, osprey_umts, qcom, 320dpi, 720x1184
 Motorola, MotoG3-TE, merlin, qcom, 320dpi, 720x1184
 Motorola, XT1033, falcon_umtsds, qcom, 320dpi, 720x1184
 Motorola, XT1040, peregrine, qcom, 320dpi, 720x1184
 Motorola, XT1068, titan_umtsds, qcom, 320dpi, 720x1184
 Motorola, XT1069, titan_udstv, qcom, 320dpi, 720x1184
 Motorola, XT1080, obake-maxx, qcom, 320dpi, 720x1184
 Motorola, Moto C Plus, panell_d, mt6735, 320dpi, 720x1280
 Motorola, Moto C Plus, panell_dl, mt6735, 320dpi, 720x1280
 Motorola, Moto C Plus, panell_dt, mt6735, 360dpi, 720x1280
 Motorola, moto e5 plus, hannah, qcom, 360dpi, 720x1332
 Motorola, moto e6 play, bali, mt6739, 360dpi, 720x1332
 Motorola, REVVLRY, channel, qcom, 346dpi, 720x1336
 Motorola, moto e5, nora_8917, qcom, 320dpi, 720x1344
 Motorola, moto e5 plus, ahannah, qcom, 320dpi, 720x1344
 Motorola, moto e5 plus, rhannah, qcom, 320dpi, 720x1344
 Motorola, moto e6, surfna, qcom, 320dpi, 720x1344
 Motorola, motorola one, deen_sprout, qcom, 360dpi, 720x1350
 Motorola, motorola one macro, lima, mt6771, 360dpi, 720x1357
 Motorola, moto e6s, fiji, mt6765, 332dpi, 720x1408
 Motorola, moto e6s, fiji, mt676, 280dpi, 720x1424
 Motorola, moto g22, hawaiip, mt6765, 280dpi, 720x1440
 Motorola, moto e30, cyprus, ums512_1h10_go, 280dpi, 720x1441
 Motorola, moto e32, hawaii, ums9230_4h10, 280dpi, 720x1441
 Motorola, moto e40, cyprus64, ums512_1h10, 280dpi, 720x1441
 Motorola, moto g fast, rav, qcom, 238dpi, 720x1456
 Motorola, motorola one fusion, astro, qcom, 332dpi, 720x1457
 Motorola, moto g pure, ellis, mt6762, 280dpi, 720x1462
 Motorola, Lenovo K13, maltalsc, maltalsc, 280dpi, 720x1472
 Motorola, moto e20, aruba, ums9230_4h10_go, 280dpi, 720x1472
 Motorola, moto g53 5G, penang, qcom, 280dpi, 720x1481
 Motorola, moto e22i, borago, mt6765, 238dpi, 720x1528
 Motorola, motorola razr 5G, smith, qcom, 360dpi, 876x1896
 OnePlus, A0001, A0001, bacon, 480dpi, 1080x1776
 OnePlus, ONE A2003, OnePlus2, qcom, 480dpi, 1080x1776
 OnePlus, ONE E1003, OnePlus, qcom, 480dpi, 1080x1776
 OnePlus, ONEPLUS A3003, OnePlus3T, qcom, 420dpi, 1080x1794
 OnePlus, ONEPLUS A3000, OnePlus3T, qcom, 420dpi, 1080x1920
 OnePlus, ONE E1001, OnePlus, qcom, 480dpi, 1080x1920
 OnePlus, ONEPLUS A3003, OnePlus3, qcom, 480dpi, 1080x1920
 OnePlus, ONEPLUS A6003, OnePlus6, qcom, 450dpi, 1080x2066
 OnePlus, ONEPLUS A6013, OnePlus6TSingle, qcom, 540dpi, 1080x2098
 OnePlus, GM1900, OnePlus7, qcom, 500dpi, 1080x2110
 OnePlus, IN2020, OnePlus8Pro, qcom, 480dpi, 1080x2115
 OnePlus, IN2023, OnePlus8Pro, qcom, 450dpi, 1080x2125
 OnePlus, GM1903, OnePlus7, qcom, 420dpi, 1080x2134
 OnePlus, AC2003, Nord, qcom, 480dpi, 1080x2143
 OnePlus, CPH2399, OP557AL1, mt6893, 540dpi, 1080x2144
 OnePlus, AC2001, Nord, qcom, 450dpi, 1080x2152
 OnePlus, EB2103, OnePlusNordCE, qcom, 480dpi, 1080x2153
 OnePlus, KB2003, OnePlus8T, qcom, 480dpi, 1080x2153
 OnePlus, BE2029, OnePlusN10, qcom, 450dpi, 1080x2156
 OnePlus, DE2118, OnePlusN200TMO, qcom, 480dpi, 1080x2158
 OnePlus, DN2103, OP515BL1, mt6893, 480dpi, 1080x2161
 OnePlus, IN2013, OnePlus8, qcom, 480dpi, 1080x2161
 OnePlus, IV2201, OP555BL1, mt6877, 480dpi, 1080x2161
 OnePlus, IN2010, OnePlus8, qcom, 450dpi, 1080x2162
 OnePlus, KB2000, OnePlus8T, qcom, 450dpi, 1080x2162
 OnePlus, KB2001, OnePlus8T, qcom, 450dpi, 1080x2162
 OnePlus, KB2007, OnePlus8TTMO, qcom, 450dpi, 1080x2162
 OnePlus, LE2113, OnePlus9, qcom, 450dpi, 1080x2162
 OnePlus, KB2005, OnePlus8T, qcom, 480dpi, 1080x2165
 OnePlus, LE2117, OnePlus9TMO, qcom, 480dpi, 1080x2165
 OnePlus, IN2025, OnePlus8Pro, qcom, 420dpi, 1080x2167
 OnePlus, CPH2381, OP535DL1, qcom, 480dpi, 1080x2170
 OnePlus, CPH2409, OP535DL1, qcom, 480dpi, 1080x2170
 OnePlus, IN2019, OnePlus8VZW, qcom, 420dpi, 1080x2171
 OnePlus, CPH2415, OP5552L1, qcom, 480dpi, 1080x2173
 OnePlus, GM1910, OnePlus7Pro, qcom, 450dpi, 1080x2182
 OnePlus, GM1913, OnePlus7Pro, qcom, 450dpi, 1080x2182
 OnePlus, HD1913, OnePlus7TPro, qcom, 450dpi, 1080x2182
 OnePlus, HD1907, OnePlus7TTMO, qcom, 500dpi, 1080x2183
 OnePlus, LE2123, OnePlus9Pro, qcom, 480dpi, 1080x2184
 OnePlus, HD1905, OnePlus7T, qcom, 480dpi, 1080x2188
 OnePlus, HD1901, OnePlus7T, qcom, 450dpi, 1080x2197
 OnePlus, HD1903, OnePlus7T, qcom, 450dpi, 1080x2197
 OnePlus, HD1900, OnePlus7T, qcom, 420dpi, 1080x2206
 OnePlus, GM1903, guacamoleb, qcom, 420dpi, 1080x2218
 OnePlus, GM1901, OnePlus7, qcom, 380dpi, 1080x2222
 OnePlus, IN2017, OnePlus8TMO, qcom, 380dpi, 1080x2245
 OnePlus, EB2101, OnePlusNordCE, qcom, 450dpi, 1080x2246
 OnePlus, LE2111, OnePlus9, qcom, 480dpi, 1080x2249
 OnePlus, KB2003, lemonkebab, qcom, 404dpi, 1080x2252
 OnePlus, IN2011, OnePlus8, qcom, 450dpi, 1080x2252
 OnePlus, GM1905, OnePlus7, qcom, 480dpi, 1080x2260
 OnePlus, LE2125, OnePlus9Pro, qcom, 420dpi, 1080x2274
 OnePlus, HD1907, OnePlus7T, qcom, 450dpi, 1080x2287
 OnePlus, DN2101, OP515BL1, mt6893, 480dpi, 1080x2293
 OnePlus, LE2121, OnePlus9Pro, qcom, 480dpi, 1080x2316
 OnePlus, HD1910, OnePlus7TPro, qcom, 420dpi, 1080x2340
 OnePlus, ONEPLUS A5000, OnePlus5, qcom, 240dpi, 1280x720
 OnePlus, GM1917, OnePlus7Pro, qcom, 600dpi, 1440x2910
 OnePlus, GM1915, OnePlus7ProTMO, qcom, 560dpi, 1440x2924
 OnePlus, HD1925, OnePlus7TProNR, qcom, 560dpi, 1440x2924
 OnePlus, NE2213, OP516FL1, qcom, 640dpi, 1440x3024
 OnePlus, GM1911, OnePlus7Pro, qcom, 600dpi, 1440x3060
 OnePlus, ONEPLUS A3010, OnePlus3T, qcom, 420dpi, 1920x1080
 OnePlus, ONEPLUS A5010, OnePlus5T, qcom, 420dpi, 2034x1080
 OnePlus, LE2110, OnePlus9, qcom, 450dpi, 2048x2048
 OnePlus, ONEPLUS A6013, OnePlus6T, qcom, 420dpi, 2134x1080
 OnePlus, ONEPLUS A6000, OnePlus6, qcom, 420dpi, 2201x1038
 OnePlus, ONEPLUS A6010, OnePlus6T, qcom, 420dpi, 2260x1080
 OnePlus, BE2013, OnePlusN100, qcom, 320dpi, 720x1433
 OnePlus, BE2015, OnePlusN100METRO, qcom, 300dpi, 720x1439
 OnePlus, BE2011, OnePlusN100, qcom, 280dpi, 720x1445
 OPPO, CPH1609, CPH1609, mt6755, 480dpi, 1080x1920
 OPPO, CPH1613, CPH1613, qcom, 480dpi, 1080x1920
 OPPO, OPPO R11, R11, qcom, 480dpi, 1080x1920
 OPPO, OPPO R11t, R11, qcom, 480dpi, 1080x1920
 OPPO, X9009, X9009, mt6755, 480dpi, 1080x1920
 OPPO, CPH1723, CPH1723, mt6763, 480dpi, 1080x2016
 OPPO, CPH1725, CPH1725, mt6763, 480dpi, 1080x2016
 OPPO, CPH1859, CPH1859, mt6771, 480dpi, 1080x2016
 OPPO, OPPO A79, A79, mt6763, 480dpi, 1080x2016
 OPPO, CPH1819, CPH1819, mt6771, 480dpi, 1080x2068
 OPPO, CPH1821, CPH1821, mt6771, 480dpi, 1080x2068
 OPPO, CPH1831, CPH1831, qcom, 480dpi, 1080x2068
 OPPO, CPH1979, OP48A1, mt6779, 540dpi, 1080x2115
 OPPO, CPH1823, CPH1823, mt6771, 480dpi, 1080x2116
 OPPO, CPH1881, CPH1881, mt6771, 480dpi, 1080x2116
 OPPO, CPH1911, OP4883, mt6771, 480dpi, 1080x2120
 OPPO, CPH1877, CPH1877, qcom, 480dpi, 1080x2132
 OPPO, CPH1893, CPH1893, qcom, 480dpi, 1080x2132
 OPPO, CPH1979, OP48A1L1, mt6779, 480dpi, 1080x2132
 OPPO, CPH2145, OP4F1BL1, qcom, 540dpi, 1080x2136
 OPPO, CPH2219, OP4F11L1, qcom, 540dpi, 1080x2136
 OPPO, CPH2251, OP4F83L1, mt6877, 540dpi, 1080x2136
 OPPO, CPH2125, OP4C51L1, mt6779, 540dpi, 1080x2141
 OPPO, CPH2197, OP4F39L1, qcom, 540dpi, 1080x2141
 OPPO, CPH2205, OP4F43L1, mt6779, 540dpi, 1080x2141
 OPPO, CPH2371, OPD4A1L1, mt6877, 540dpi, 1080x2144
 OPPO, CPH2343, OP532FL1, qcom, 480dpi, 1080x2150
 OPPO, CPH2065, OP4BDCL1, mt6873, 480dpi, 1080x2156
 OPPO, CPH2307, OP52D5L1, qcom, 480dpi, 1080x2156
 OPPO, CPH2067, OP4C72L1, qcom, 480dpi, 1080x2158
 OPPO, CPH2161, OP4EE8L1, mt6853, 480dpi, 1080x2158
 OPPO, CPH2195, OP4F39L1, qcom, 480dpi, 1080x2158
 OPPO, OPG02, OP4F39L1, qcom, 480dpi, 1080x2158
 OPPO, CPH2009, OP4C2DL1, qcom, 480dpi, 1080x2161
 OPPO, CPH2089, OP4C87L1, qcom, 480dpi, 1080x2161
 OPPO, CPH2091, OP4C45L1, qcom, 480dpi, 1080x2161
 OPPO, CPH2109, OP4BA5L1, qcom, 480dpi, 1080x2161
 OPPO, CPH2113, OP4BA5L1, qcom, 480dpi, 1080x2161
 OPPO, CPH2159, OP4F25L1, qcom, 480dpi, 1080x2161
 OPPO, CPH2207, OP4F0BL1, qcom, 480dpi, 1080x2161
 OPPO, CPH2247, OP4F7FL1, qcom, 480dpi, 1080x2161
 OPPO, CPH2363, OP533FL1, qcom, 480dpi, 1080x2161
 OPPO, PFJM10, OP5227, qcom, 480dpi, 1080x2161
 OPPO, CPH2333, OP530DL1, qcom, 480dpi, 1080x2162
 OPPO, CPH2005, OP4C41L1, qcom, 480dpi, 1080x2172
 OPPO, CPH2043, OP4B9EL1, mt6779, 480dpi, 1080x2172
 OPPO, CPH2095, OP4EF3L1, qcom, 480dpi, 1080x2172
 OPPO, CPH2235, OP4F25L1, qcom, 408dpi, 1080x2173
 OPPO, CPH2021, OP4B9B, mt6771, 540dpi, 1080x2182
 OPPO, CPH2173, OP4F57L1, qcom, 480dpi, 1080x2184
 OPPO, CPH2305, OP52D1L1, qcom, 480dpi, 1080x2184
 OPPO, CPH1969, OP4863, mt6771, 480dpi, 1080x2196
 OPPO, CPH2001, OP4B9B, mt6771, 480dpi, 1080x2199
 OPPO, CPH1917, OP47DD, qcom, 480dpi, 1080x2208
 OPPO, CPH1917, OP47DDL1, qcom, 480dpi, 1080x2208
 OPPO, CPH1919, OP4845, qcom, 480dpi, 1080x2208
 OPPO, CPH1919, OP4845L1, qcom, 480dpi, 1080x2208
 OPPO, CPH1921, OP4847L1, qcom, 480dpi, 1080x2208
 OPPO, CPH1951, OP4B65L1, mt6779, 480dpi, 1080x2208
 OPPO, PCAM00, OP46B1, qcom, 480dpi, 1080x2208
 OPPO, OPPO Reno 8 Pro 5G , CPH2357, qcom, 420dpi, 1080x2222
 OPPO, CPH2119, OP4C51L1, mt6779, 480dpi, 1080x2242
 OPPO, CPH2481, OP5709L1, mt6789, 480dpi, 1080x2245
 OPPO, PBBT00, PBBT00, mt6771, 480dpi, 1080x2260
 OPPO, PBCM30, PBCM30, qcom, 480dpi, 1080x2264
 OPPO, CPH2061, OP4C77L1, qcom, 540dpi, 1080x2290
 OPPO, CPH2249, OP4F81L1, mt6893, 480dpi, 1080x2293
 OPPO, CPH2357, OP5335L1, mt6895, 408dpi, 1080x2305
 OPPO, PCAT00, OP46B1, qcom, 480dpi, 1080x2340
 OPPO, CPH2025, OP4BA2L1, qcom, 640dpi, 1440x2868
 OPPO, PDEM30, OP4A7A, qcom, 640dpi, 1440x2868
 OPPO, CPH2069, OP4C7BL1, qcom, 480dpi, 2048x2048
 OPPO, CPH2211, OP4F4DL1, mt6853, 480dpi, 2048x2048
 OPPO, RMX1801, RMX1801, qcom, 540dpi, 2048x2048
 OPPO, CPH1893, CPH1893L1, qcom, 480dpi, 2264x1080
 OPPO, CPH1907, OP4B83L1, qcom, 480dpi, 2268x1080
 OPPO, A1601, A1601, mt6755, 320dpi, 720x1280
 OPPO, A37fw, A37f, qcom, 320dpi, 720x1280
 OPPO, CPH1701, CPH1701, qcom, 320dpi, 720x1280
 OPPO, CPH1801, CPH1801, qcom, 320dpi, 720x1280
 OPPO, F1f, F1f, qcom, 320dpi, 720x1280
 OPPO, CPH1729, CPH1729, mt6763, 320dpi, 720x1344
 OPPO, OPPO A83, A83, mt6763, 320dpi, 720x1360
 OPPO, CPH2083, OP4BFB, mt6765, 360dpi, 720x1365
 OPPO, CPH1909, CPH1909, mt6765, 320dpi, 720x1368
 OPPO, CPH1803, CPH1803, qcom, 320dpi, 720x1371
 OPPO, CPH1903, CPH1903, qcom, 320dpi, 720x1371
 OPPO, RMX1805, RMX1805, qcom, 320dpi, 720x1371
 OPPO, CPH1923, OP486C, mt6765, 360dpi, 720x1400
 OPPO, CPH1809, CPH1809, qcom, 320dpi, 720x1424
 OPPO, CPH1853, CPH1853, qcom, 320dpi, 720x1424
 OPPO, CPH1901, CPH1901, qcom, 320dpi, 720x1424
 OPPO, CPH2127, OP4EFDL1, qcom, 360dpi, 720x1429
 OPPO, CPH2239, OP4F2F, mt6765, 360dpi, 720x1429
 OPPO, CPH2135, OP4EFDL1, qcom, 320dpi, 720x1440
 OPPO, CPH1931, OP4B79L1, qcom, 360dpi, 720x1445
 OPPO, CPH1941, OP4B80L1, qcom, 360dpi, 720x1445
 OPPO, CPH2015, OP4C7D, mt6765, 360dpi, 720x1445
 OPPO, CPH2185, OP4F2F, mt6765, 360dpi, 720x1445
 OPPO, CPH2273, OP4F97, mt6765, 360dpi, 720x1445
 OPPO, CPH1933, OP4B79L1, qcom, 320dpi, 720x1456
 OPPO, CPH1937, OP4B80L1, qcom, 320dpi, 720x1456
 OPPO, CPH1943, OP4B80L1, qcom, 320dpi, 720x1456
 OPPO, CPH2179, OP4F2F, mt6765, 320dpi, 720x1456
 OPPO, CPH2269, OP4F97, mt6765, 320dpi, 720x1456
 OPPO, CPH2271, OP4F97, mt6765, 320dpi, 720x1456
 OPPO, CPH2339, OP52F3L1, mt6833, 320dpi, 720x1460
 OPPO, CPH2385, OP5353L1, mt6765, 320dpi, 720x1460
 OPPO, CPH2495, OP52F3L1, mt6833, 320dpi, 720x1460
 Philips, Philips X818, X818_RU, mt6755, 480dpi, 1080x1776
 Philips, Philips_Xenium_V787, Philips_Xenium_V787, mt6735, 480dpi, 1080x1920
 Philips, Philips S327, S327, mt6735, 320dpi, 720x1184
 Philips, Philips S386, S386, mt6580, 320dpi, 720x1184
 Philips, Philips X588, X588_RU, mt6755, 320dpi, 720x1184
 Philips, Philips_X586, Philips_X586, mt6735, 320dpi, 720x1280
 Philips, Philips S561, S561, s9863a3h10, 360dpi, 720x1332
 Philips, Philips S395, S395, mt6735, 320dpi, 720x1344
 Philips, S397, Philips_S397, s9863a1h10, 320dpi, 720x1344
 Realme, RMX1921, RMX1921, qcom, 540dpi, 1080x2115
 Realme, RMX1971, RMX1971, qcom, 540dpi, 1080x2115
 Realme, RMX1971, RMX1971CN, qcom, 540dpi, 1080x2115
 Realme, RMX1833, RMX1833, mt6771, 480dpi, 1080x2120
 Realme, RMX1851, RMX1851, qcom, 480dpi, 1080x2132
 Realme, RMX1851, RMX1851L1, qcom, 480dpi, 1080x2132
 Realme, RMX1921, RMX1921L1, qcom, 480dpi, 1080x2132
 Realme, RMX1971, RMX1971L1, qcom, 480dpi, 1080x2132
 Realme, RMX1991, RMX1991CN, qcom, 480dpi, 1080x2132
 Realme, RMX1992, RMX1992L1, qcom, 480dpi, 1080x2132
 Realme, RMX1993, RMX1993L1, qcom, 480dpi, 1080x2132
 Realme, RMX2001, RMX2001L1, mt6785, 540dpi, 1080x2136
 Realme, RMX2156, RMX2156L1, mt6785, 540dpi, 1080x2136
 Realme, Realme XT, RMX1921, qcom, 420dpi, 1080x2138
 Realme, RMX2170, RMX2170L1, qcom, 540dpi, 1080x2141
 Realme, RMX3085, RMX3085L1, mt6785, 540dpi, 1080x2141
 Realme, RMX3241, RE513CL1, mt6833, 540dpi, 1080x2141
 Realme, RMX3242, RE513CL1, mt6833, 540dpi, 1080x2141
 Realme, RMX2063, RMX2063L1, qcom, 540dpi, 1080x2143
 Realme, RMX2086, RMX2086L1, qcom, 540dpi, 1080x2143
 Realme, RMX2002, RMX2002L1, mt6785, 480dpi, 1080x2153
 Realme, RMX2151, RMX2151L1, mt6785, 480dpi, 1080x2153
 Realme, RMX3393, RE879EL1, mt6877, 480dpi, 1080x2153
 Realme, RMX3521, RE54E2L1, qcom, 480dpi, 1080x2153
 Realme, RMX3122, RMX3122, mt6833, 225dpi, 1080x2158
 Realme, RMX2111, RMX2111L1, mt6853, 480dpi, 1080x2158
 Realme, RMX2117, RMX2117L1, mt6853, 480dpi, 1080x2158
 Realme, RMX3081, RMX3081L1, qcom, 480dpi, 1080x2158
 Realme, RMX3370, RE879AL1, qcom, 480dpi, 1080x2158
 Realme, RMX3381, RE58A0L1, mt6833, 480dpi, 1080x2158
 Realme, RMX2144, RMX2144L1, qcom, 480dpi, 1080x2160
 Realme, RMX2121, RMX2121CN, mt6889, 480dpi, 1080x2161
 Realme, RMX2202, RMX2202L1, qcom, 480dpi, 1080x2161
 Realme, RMX3630, RE8DDCL1, mt6789, 480dpi, 1080x2161
 Realme, RMX3151, RE54B4L1, mt6781, 480dpi, 1080x2170
 Realme, RMX3472, RE54CBL1, qcom, 480dpi, 1080x2170
 Realme, RMX3572, RED8CDL1, mt6833, 480dpi, 1080x2180
 Realme, RMX1901, RMX1901, qcom, 480dpi, 1080x2208
 Realme, RMX1901, RMX1901CN, qcom, 480dpi, 1080x2208
 Realme, RMX3511, RE87BAL1, ums9230_nico, 480dpi, 1080x2212
 Realme, RMX3311, RE58B2L1, qcom, 480dpi, 1080x2244
 Realme, RMX3491, RED8C1L1, qcom, 480dpi, 1080x2254
 Realme, RMX2061, RMX2061L1, qcom, 408dpi, 1080x2292
